Date,CO2(ppm),C6H6(ppm),Alcohol(ppm),NH3(ppm),Temperature(C),Relative_Humidity(%),AQI_NH3
02-07-2007,41.18587139,7.106917949,18.54411587,35.92678282,31.74037612,98.64806673,8.42
03-07-2007,38.56022515,8.742785713,21.00845916,31.33200928,31.39881494,77.42076441,7.5
04-07-2007,26.45828722,9.938165187,26.01977392,27.77664157,25.96945839,90.04816888,6.91
05-07-2007,36.43987734,7.200034717,23.44067885,27.08796842,25.32840117,67.85854156,6.79
06-07-2007,24.98551576,9.69024477,14.15734196,30.42898759,26.03481542,79.97915954,7.71
07-07-2007,27.16321048,8.523423943,15.15012549,28.37447678,31.02300634,71.3571155,7.34
08-07-2007,28.51456919,7.520182942,17.26258539,44.25980454,24.16157547,91.37135146,11.85
09-07-2007,26.16554592,10.87289929,22.22324177,32.55184482,23.63125959,74.67497738,8.91
10-07-2007,36.06403373,9.810432178,16.75778864,41.01277703,25.34722969,89.45066556,10.74
11-07-2007,29.31936417,6.536954216,19.7334518,39.10645474,26.46625811,80.1524028,9.89
12-07-2007,35.56746323,8.779018154,21.69457587,36.05184563,31.14436832,92.16898274,9.1
13-07-2007,27.30225089,7.747558113,15.22637419,40.93903009,29.59608927,79.02825508,10.47
14-07-2007,26.79550666,11.53696157,22.33944787,25.81577375,23.69438562,84.91032981,6.34
15-07-2007,26.37956763,7.790388034,19.09229764,31.66004036,29.08826119,74.11769636,7.1
16-07-2007,29.65857812,8.759184285,11.89888995,36.61251964,30.31613999,100,9.88
17-07-2007,35.27100427,9.687350929,21.79632035,33.1313365,30.39316676,99.45418621,8.32
18-07-2007,32.68336639,10.39787246,18.90543053,35.32487763,29.51892247,84.45208104,8.46
19-07-2007,28.95519949,11.23355711,14.47126157,33.25734176,33.08496513,97.49459583,8.51
20-07-2007,40.18198702,8.747453107,21.07786327,31.14916403,27.52543392,92.1670363,7.46
21-07-2007,28.27128787,11.06373232,22.7135911,35.00151138,30.61067894,81.75742937,8.39
22-07-2007,26.08231577,7.326777496,18.8801131,41.48506271,29.87678194,91.59816949,10.23
23-07-2007,33.95993708,10.12330146,20.13629435,21.34884205,27.80162243,83.1893597,5.76
24-07-2007,41.54070921,7.322630685,18.10923853,34.71815287,28.46594211,93.43582619,8.09
25-07-2007,33.58966264,10.67606031,17.28201702,25.69717399,26.87383021,100,6.92
26-07-2007,33.65481718,10.29820657,21.91821086,38.3234653,25.77629762,73.88458331,9.95
27-07-2007,31.73196667,10.81745334,19.81001297,35.84808397,28.9452294,88.69227804,8.18
28-07-2007,39.01449264,9.526528543,19.33027276,32.02459457,27.78043335,93.18437451,8.23
29-07-2007,30.73759256,9.642018118,18.20710475,40.99955582,31.84136442,70.01446932,10.71
30-07-2007,35.64218288,8.343504297,20.03899614,39.29367744,27.33504681,86.1978583,9.44
31-07-2007,34.36566808,9.157777867,23.30025853,39.7417134,24.81985565,89.77608226,9.45
01-08-2007,30.22514617,9.613396813,17.22230243,31.95914659,32.78849685,84.66143133,7.68
02-08-2007,29.8285157,11.29118031,18.37165487,34.1068075,26.21284288,70.30318251,8.66
03-08-2007,26.29226868,11.01945741,20.58442727,34.73137952,28.43561357,85.69512015,8.62
04-08-2007,31.97305779,6.76994098,19.39382656,32.49552937,31.73621968,85.97877041,8.43
05-08-2007,36.59402086,8.694409359,18.12730169,38.78063362,31.07282927,83.16362229,9.27
06-08-2007,32.95632815,7.311113216,23.99671819,40.9362754,33.01107916,93.52277772,10.7
07-08-2007,30.61694151,12.06453601,22.14281493,32.24763832,27.07317008,88.7740123,8.35
08-08-2007,34.15096679,10.78586239,27.56620208,26.40373893,25.59350457,76.18151081,6.22
09-08-2007,29.35828325,8.974518929,25.17052494,36.83228327,26.97604327,100,9.28
10-08-2007,35.46589669,11.88849692,18.48998637,25.41556854,30.93302115,85.83403119,6.13
11-08-2007,24.95326099,6.871799859,16.26398937,37.98488138,35.88829447,65.58205967,9.61
12-08-2007,30.99760132,14.80612277,27.38409747,30.85396162,24.79888792,97.58287722,7.93
13-08-2007,36.37842428,6.65906935,13.15346417,18.26270655,23.45245394,90.90377063,4.24
14-08-2007,25.99825037,8.32476026,18.64774143,31.49797849,31.14770662,89.21826963,7.23
15-08-2007,35.3107942,7.627112562,13.32114643,34.20306737,32.79040144,69.6098923,8.71
16-08-2007,26.67052245,14.78410477,21.53066296,41.16983952,36.32925745,78.46422511,10.02
17-08-2007,36.54200525,9.938996409,13.85477072,33.83875453,23.67027379,76.67181912,8.89
18-08-2007,31.90722705,10.17730262,16.56587901,37.73433864,31.9804951,88.71329324,9.98
19-08-2007,25.78807178,10.68751966,21.53532035,36.04541922,27.55729239,77.89913613,9.27
20-08-2007,31.45723652,10.83931483,17.32786086,33.82748581,26.88787386,83.1901481,8.49
21-08-2007,29.52993665,12.68548959,17.37100723,39.45877692,25.30560228,88.37542097,9.14
22-08-2007,30.02662863,13.39450758,14.88728215,38.39000424,28.97348386,92.4752032,9.49
23-08-2007,32.01212266,11.3499326,16.99072455,30.07092026,29.6764818,100,7.57
24-08-2007,36.31695076,7.674577694,20.16289288,42.65031112,31.01204166,87.72909194,10.44
25-08-2007,16.40382719,9.198665533,15.60284666,39.88212288,31.49439186,85.11814319,9.83
26-08-2007,32.00133045,11.05350616,22.74952897,39.67966734,29.26436969,83.49392495,9.63
27-08-2007,27.25199007,7.276590655,19.19752926,26.93216032,28.9294168,85.89892575,6.41
28-08-2007,33.80226869,12.67588153,16.79075309,34.54066606,23.28148317,93.67604295,8.49
29-08-2007,34.7126523,13.43983327,17.61229835,37.06718442,30.66108784,89.82840735,9.72
30-08-2007,25.20384949,11.26407003,15.02275624,25.35310655,22.15124058,100,6.56
31-08-2007,28.40663854,8.579017314,13.98954349,34.57385364,22.61742691,93.52127753,8.98
01-09-2007,27.95139727,9.539586234,20.75045846,29.97937273,36.04136303,86.85518107,7.55
02-09-2007,29.00146458,7.297470647,19.96543732,37.0007976,28.95480643,99.3550463,9.51
03-09-2007,19.69962951,9.680919206,17.96031876,35.25366226,28.87190008,76.97882327,8.08
04-09-2007,25.25556424,10.76220907,21.47851832,44.46732096,25.89347,99.83896497,11.31
05-09-2007,37.07110214,11.78716794,29.73469649,35.67545157,29.76294277,98.30204419,8.97
06-09-2007,31.17429012,11.40929566,13.96989144,40.62690765,31.20144682,91.06876739,10.84
07-09-2007,27.41875292,12.46054318,18.50063567,19.0270405,29.53894596,79.68491971,4.97
08-09-2007,38.91358842,10.17353191,18.40068438,28.61549295,29.21104254,95.15430751,7.89
09-09-2007,41.50571553,11.19556052,18.25109973,48.15523152,32.7621084,72.53212984,12.78
10-09-2007,29.70767301,11.01713097,18.78708151,38.3092622,31.51274221,96.98757171,9.31
11-09-2007,25.96085633,8.738983604,16.22273665,36.50283893,24.49674995,63.58216067,9.05
12-09-2007,32.7754759,9.63877361,12.33882381,30.79360859,31.27373556,84.0273634,7.23
13-09-2007,38.16290676,9.009135563,20.92268967,30.69442984,28.18415522,77.46764731,7.3
14-09-2007,31.2903368,6.780804852,18.77205897,50.79865019,26.81259724,88.87178727,12.52
15-09-2007,25.6200848,9.972285292,15.55219118,27.50482584,26.53299043,100,6.77
16-09-2007,26.28105821,11.97427312,16.69382023,32.55075295,29.20423309,86.79268157,8.3
17-09-2007,34.90272781,8.118746222,17.34241228,33.14448045,30.49015539,91.44391268,8.05
18-09-2007,33.73856766,9.972474413,23.18346538,47.69098757,31.58131082,86.52031636,11.45
19-09-2007,31.9589108,10.96792656,16.64772671,34.96224195,28.23981038,73.39411862,8.42
20-09-2007,32.78126688,7.171001697,18.90984879,29.4994939,32.9073625,91.06956552,7.41
21-09-2007,24.18199069,7.426837279,22.06243448,31.80360922,28.19922931,70.22144177,7.8
22-09-2007,34.11032978,11.47478369,26.13459452,33.81353028,34.39424788,99.57536961,8.62
23-09-2007,22.38211908,7.686612473,19.08514254,40.55913553,25.58953108,96.17730782,10.09
24-09-2007,33.39669093,9.176610613,19.49825677,28.05676832,32.68235575,100,7.35
25-09-2007,34.48728976,10.22812622,22.5961811,37.5710131,31.36987295,77.38696264,9.26
26-09-2007,24.49624325,9.271650023,20.73741259,40.44899497,30.77103589,100,10.15
27-09-2007,22.95625462,8.890710039,17.66337862,36.00463673,27.26272176,87.08932686,9.02
28-09-2007,29.94129356,10.08855597,18.75474124,27.46097472,30.07451533,93.42764452,6.24
29-09-2007,27.32512422,12.12659536,19.39883652,32.85802884,34.42347341,100,8.47
30-09-2007,24.45310546,6.847217072,13.19872397,39.19176356,27.04330678,86.613243,9.58
01-10-2007,26.07586075,12.19526556,17.2905503,27.57940747,28.02722129,97.57471138,6.7
02-10-2007,31.90076912,13.01947393,17.95782126,38.0763934,25.86253574,95.77405832,9.36
03-10-2007,29.5438428,9.700778697,23.58189697,34.64746746,25.37903691,100,8.77
04-10-2007,23.20854241,11.36799217,20.46507229,37.37089845,30.53770041,85.60054347,9.25
05-10-2007,27.72488032,12.08526275,18.40349734,32.25796911,29.8448328,84.29675193,8.57
06-10-2007,39.60672287,8.332932839,19.92663418,38.77445179,27.735334,73.63731033,9.94
07-10-2007,30.75287132,9.384305172,19.57203727,45.66221859,28.24118805,79.54161157,11.23
08-10-2007,33.70071413,8.147415069,15.06769955,33.3572038,29.27634645,81.65596858,8.03
09-10-2007,37.52735685,10.30023983,17.77219022,40.02673734,24.31291217,85.41348918,10.03
10-10-2007,27.11068195,5.732746781,11.71712549,37.09953317,30.63610176,92.61570397,9.33
11-10-2007,36.28264045,10.92935875,18.09630811,32.51749087,27.9325864,83.66988666,8.29
12-10-2007,28.41691767,8.773124835,22.48570232,34.28414535,35.39589793,82.35387316,8.23
13-10-2007,25.87375591,10.99806326,17.35693313,45.67190017,27.06956308,87.55613084,11.76
14-10-2007,24.40765481,7.524901572,16.01000747,36.04780136,28.58780176,71.62655543,9.07
15-10-2007,31.81762675,8.490809362,16.46447854,37.22878825,28.2915936,73.93114701,9.02
16-10-2007,30.9660112,8.721918602,17.03949791,26.46364435,25.22367386,90.5043735,6.51
17-10-2007,24.74901585,10.07297791,16.1359373,38.41247568,24.6255844,85.90745644,9.59
18-10-2007,30.17981454,8.72771351,12.84805914,34.35642466,27.61019288,72.18846166,8.65
19-10-2007,36.58583496,10.19662373,24.39848216,41.35493901,32.17727227,83.0937226,10.8
20-10-2007,27.12963146,10.4314162,16.47887905,25.67235175,33.25877882,88.5762102,6.57
21-10-2007,39.60999913,8.706252918,19.41261009,38.5946082,32.03113908,65.67188069,9.77
22-10-2007,26.25806545,11.96987471,22.96950164,41.95382681,27.48068885,94.17798198,10.28
23-10-2007,25.11554716,10.59743766,19.70919561,27.48344196,22.66720857,90.08302563,6.94
24-10-2007,26.81430739,14.20638049,20.37166326,29.2924254,28.91436658,78.06431232,7.91
25-10-2007,30.43392904,10.52200515,19.2069519,38.25296735,25.59675207,71.65377348,9.79
26-10-2007,34.23358587,9.934185614,14.20835008,31.25666632,27.08396293,77.43625391,7.86
27-10-2007,28.79070864,7.146456335,22.81939797,41.57059922,29.0554859,80.30408362,10.48
28-10-2007,30.07788029,10.21038712,15.03316034,38.28203832,31.30929769,75.60070306,9.38
29-10-2007,26.91074364,7.888306173,18.34163335,27.89870872,27.04119298,75.86847919,6.73
30-10-2007,34.4722752,9.292070569,15.01587662,32.89787958,27.67350321,93.60022948,8.21
31-10-2007,31.47620736,12.1822904,19.25022059,40.07789318,26.91757047,83.68020125,10.72
01-11-2007,34.59836558,10.14975277,12.1932784,34.67411805,25.02724212,94.04143723,8.35
02-11-2007,28.75774663,9.703546465,15.86950594,26.8844339,25.80159573,96.33462223,6.78
03-11-2007,36.44658741,7.963655119,18.00503092,32.51759471,28.99807369,83.55103101,8.01
04-11-2007,31.67027956,11.76288943,18.11279271,25.75059306,31.05048168,93.27449066,6.92
05-11-2007,35.99092966,8.822377016,16.80809102,31.34537543,29.26934793,100,7.4
06-11-2007,31.88914692,8.601748855,16.52740506,27.63655827,29.10274028,88.26448782,6.44
07-11-2007,27.76816912,10.04547068,21.14145245,33.53504505,27.16610758,82.71138831,8.69
08-11-2007,32.83717091,10.01118761,16.07883756,29.81849491,30.63572688,85.56667747,7.33
09-11-2007,31.21909882,10.53025221,23.2685474,27.19781171,30.84798575,72.93974399,6.4
10-11-2007,33.83790563,10.7522367,16.27058077,36.03665417,28.86838756,93.0928339,9.04
11-11-2007,21.6900729,6.885738504,20.55494099,35.28043913,33.12367296,84.47832086,8.79
12-11-2007,36.85857188,10.27053408,15.05051688,31.44962023,25.53341832,88.5248383,7.74
13-11-2007,29.53086346,7.91110992,13.44168342,40.6374997,25.15700289,99.1766635,10.43
14-11-2007,27.52576388,8.833745983,12.711143,27.25965143,26.60107423,95.95664101,6.52
15-11-2007,26.30179439,7.433872861,21.12087798,38.48641261,31.0170298,78.07937926,9.16
16-11-2007,30.71427545,12.61939733,14.2920744,24.50048695,29.70926692,95.28282357,6.77
17-11-2007,26.74661215,7.516355216,22.49512408,34.93880181,27.3597166,88.42178501,8.09
18-11-2007,31.76152863,7.172184641,19.29669187,40.71261618,32.28718752,94.12380892,10.73
19-11-2007,31.55900067,9.98657656,13.98865862,28.23030929,31.39379285,83.1959258,7.99
20-11-2007,34.48171568,9.573031433,22.64189527,44.14777842,27.73018466,85.88842919,11.24
21-11-2007,30.34561866,9.856226546,16.1770102,37.716435,28.86429415,100,9.53
22-11-2007,22.95899014,8.928980126,17.96736662,41.80246961,28.49526531,93.30191353,10.84
23-11-2007,29.40399184,6.765788003,18.61085573,33.18037068,29.66652106,100,8.75
24-11-2007,30.82754648,8.136228955,23.07438104,20.26296336,32.76797103,73.72165814,5.4
25-11-2007,31.9455978,13.25360392,23.888848,30.15097052,29.28611803,97.69386384,7.42
26-11-2007,39.13536325,13.34099648,18.37333437,41.0440266,34.14281369,72.63032734,10.55
27-11-2007,18.94992729,10.99531288,18.13002189,29.20499963,27.44356269,98.84166326,7.04
28-11-2007,37.18625235,10.4675886,16.31977219,30.98169286,27.37133452,75.81568395,7.12
29-11-2007,29.88314157,9.50741978,17.90382117,27.46925992,31.39205772,75.04682655,6.19
30-11-2007,30.13687727,8.586398575,16.61503036,33.18629254,23.65680181,81.0505598,8.63
01-12-2007,31.74471376,5.721926829,15.91667683,45.72743374,28.36752333,80.69743323,11.21
02-12-2007,25.76887207,6.756999455,18.36873195,36.92607487,27.8426259,66.43253205,9.44
03-12-2007,28.71628867,5.615355606,18.78558016,28.68089279,30.18019165,84.85985323,7.63
04-12-2007,29.75580329,10.47693039,20.30144431,35.51030574,30.46919709,100,8.13
05-12-2007,27.22839408,11.21035317,20.68860787,35.63326411,27.87035498,78.49900767,8.85
06-12-2007,31.31458623,11.23232704,25.82675938,51.77872428,28.57103329,97.67994113,12.26
07-12-2007,27.89442329,8.006916773,17.4814973,48.10194666,27.79118529,81.27844095,12.84
08-12-2007,31.49077002,9.496478969,16.23123287,37.37933083,24.68513546,95.64741967,9.88
09-12-2007,24.98196907,6.339466299,23.94980489,33.97976025,30.32224544,97.09389605,8.64
10-12-2007,22.37891138,8.18138573,16.19984935,34.70902681,22.55634636,69.45970813,8.38
11-12-2007,39.86509035,10.5508298,15.798393,37.32722489,31.3787217,92.64716342,9.14
12-12-2007,22.52813389,6.606082551,18.70869854,33.45627267,31.24598639,77.90153377,8.89
13-12-2007,24.09046639,6.582682127,15.41612165,38.81993079,27.00164932,88.39374074,9.54
14-12-2007,28.90266154,9.954236032,12.99145903,30.81347929,31.69542865,95.54141281,7.72
15-12-2007,35.33661441,7.870693431,19.09106417,29.1265509,29.02009378,84.31445874,7.28
16-12-2007,27.46357192,3.782134121,17.23527087,36.93196394,27.72727051,78.59995966,9.64
17-12-2007,35.24902925,8.577305111,20.07173323,35.27731043,30.87940569,86.42148832,8.3
18-12-2007,33.24730014,8.96445258,21.57802436,39.01949964,29.30382275,95.69534012,9.24
19-12-2007,23.22905078,10.62366383,19.72955111,36.72011303,31.80008,97.77942609,9.82
20-12-2007,30.66159577,10.40817755,17.27930722,24.9773551,28.00360776,92.03116864,6.36
21-12-2007,29.50920556,7.465625217,17.53088223,36.35061304,27.66262769,86.76040996,9.27
22-12-2007,38.55186694,10.1617584,18.77805841,27.38522497,27.87687709,87.5220323,6.72
23-12-2007,23.2378023,7.150447919,21.70587963,24.11662249,30.83003667,87.41425577,6.55
24-12-2007,27.62292914,9.805868523,17.30168849,42.08395655,28.80943288,82.98438279,10.32
25-12-2007,30.46768329,9.624492078,18.84665908,31.45894235,31.17576333,95.00646536,7.56
26-12-2007,39.3296086,10.11238952,17.2796953,36.03054227,25.00786802,77.91068488,9.04
27-12-2007,23.56894999,12.54474089,12.38296879,34.96591724,27.73389398,64.15390847,8.23
28-12-2007,30.86361536,9.735021672,16.14332819,26.48214834,23.6016518,60.54518655,6.57
29-12-2007,45.01023556,10.02787842,19.3624134,48.7186509,28.15847216,89.46667153,12.04
30-12-2007,27.94430274,8.906292388,20.13965623,27.42461083,27.74286781,100,6.67
31-12-2007,38.14235849,11.12810511,19.43071397,24.89403417,28.27469093,85.35287519,6.28
01-01-2008,33.07697584,12.44117237,18.6862829,26.49980184,30.70768677,82.36745951,6.08
02-01-2008,33.01596306,13.45519277,23.96186897,22.97635686,26.88826814,94.79991016,5.53
03-01-2008,29.32978066,11.76870563,18.7687256,23.94297434,34.63945813,87.5092207,5.79
04-01-2008,33.74932291,7.467873074,19.11432431,30.769808,24.94535991,84.38324129,7.79
05-01-2008,31.68258634,9.862403101,22.15460591,36.37677254,31.67274465,97.74183706,9.56
06-01-2008,33.21386153,9.583925143,15.92941697,46.31085537,25.81544615,72.81137215,11.43
07-01-2008,31.10811296,10.34497459,20.21362765,34.39015607,30.13460206,68.01366251,8.87
08-01-2008,25.00219507,12.93586548,18.95190839,28.88559135,23.90242032,78.09157547,7.8
09-01-2008,27.12760913,11.71838078,23.51008558,45.12749429,27.08734371,100,11.76
10-01-2008,33.93859004,7.026642585,21.45581137,32.85746723,24.67178355,77.88947484,8.02
11-01-2008,29.16730268,9.31826605,19.60255037,21.15514458,32.7074232,86.49793974,5.7
12-01-2008,34.43365303,10.02544932,21.98184182,36.61826716,28.92049421,82.03256785,9.77
13-01-2008,36.53579931,15.51864388,19.16227558,34.47753471,28.28404404,95.29301626,8.71
14-01-2008,26.40787363,8.133731018,21.11719028,30.95527406,28.59706517,92.14587213,7.32
15-01-2008,26.59979867,9.38612206,18.63127934,24.01343877,31.90111929,91.29429922,6.35
16-01-2008,38.18883884,9.596307905,20.60768878,29.13654184,27.1250757,86.22107203,7.15
17-01-2008,31.81600287,9.678752276,19.23120103,25.36346136,25.95814954,91.74960189,6.94
18-01-2008,31.05516365,8.528305047,14.36263307,32.14577589,28.58554899,96.53796772,8.36
19-01-2008,35.22062807,10.7639998,16.72047626,28.15938617,28.12952017,77.06887934,7.34
20-01-2008,36.53591933,8.373417803,17.58412874,25.75428074,29.22209492,98.31751822,6.79
21-01-2008,33.25643267,5.624546816,20.99962236,40.96451616,31.59824737,74.32513797,10.56
22-01-2008,29.80154896,7.726047004,21.4362637,31.31105999,26.84230139,77.25296691,7.92
23-01-2008,25.44839449,7.958359134,24.77196965,37.00159991,30.49393566,100,9.17
24-01-2008,34.73271108,11.72598249,20.66969069,36.75449371,30.44507499,90.62844883,9.64
25-01-2008,29.47798456,10.24450534,17.31701837,27.43996532,31.91005701,100,6.63
26-01-2008,35.33759348,9.313406603,20.08702272,35.96191644,26.51877803,96.34285727,8.5
27-01-2008,28.23190195,9.071807594,16.37790812,32.70340813,22.76073516,84.00388302,8.59
28-01-2008,40.14978903,9.604009778,14.2464464,26.39665342,29.42752354,100,6.52
29-01-2008,28.3069891,8.845879134,18.50538141,45.03285594,27.66319787,85.04004764,11.97
30-01-2008,35.93824984,13.92217772,23.62164556,40.78252437,32.3083071,99.44098168,10.66
31-01-2008,27.1834376,11.39637627,15.01503676,35.61303147,27.71837608,93.09100086,8.56
01-02-2008,30.33045422,10.65950186,18.54397827,34.8053833,35.44871123,86.57982907,8.23
02-02-2008,25.21486179,7.69095309,21.00850006,34.95920642,27.78011758,81.52056834,8.78
03-02-2008,21.43955416,11.76078352,19.44232089,33.84284303,24.80667149,84.58287696,8.43
04-02-2008,29.25573548,9.747027589,20.77083934,35.14410446,24.98576713,82.5757527,8.61
05-02-2008,29.44667493,9.973925034,18.88693054,33.46283585,32.90641223,76.7600037,8.56
06-02-2008,23.14351599,13.28933388,20.26057213,35.44888922,23.70840283,84.75885389,8.44
07-02-2008,24.70324345,7.943796309,21.98113881,33.01296538,29.29660782,75.53644013,8.51
08-02-2008,33.95374977,10.52878064,16.49663661,43.36742312,32.60587246,82.01546323,10.53
09-02-2008,22.65247975,7.596033068,15.66929584,27.53483436,31.60765729,84.58781205,6.31
10-02-2008,29.38909447,9.932119191,20.6024687,39.24888817,23.48475209,83.08046189,9.27
11-02-2008,23.37261059,8.959093756,15.6452861,31.01793426,28.70433436,91.98871161,7.39
12-02-2008,49.72912649,7.411798871,17.45941602,48.83228637,30.76238001,100,12.06
13-02-2008,32.45130251,8.195846829,8.84153644,25.80076728,26.10814857,95.89338968,6.76
14-02-2008,34.07856075,8.571265725,15.67220333,34.67549953,29.54497022,100,8.85
15-02-2008,26.08406572,12.9122158,16.38300227,31.16314883,31.20947672,78.82361175,7.36
16-02-2008,29.31202211,11.70122161,13.69865998,28.57539326,34.09694113,95.68091577,7.64
17-02-2008,30.47210035,9.892248594,18.66111344,27.88000643,26.33484141,86.23250311,6.03
18-02-2008,35.78196336,9.100754325,19.04920977,39.38782399,31.86238741,93.0416781,9.4
19-02-2008,39.22863403,9.645321327,15.35304076,36.92784539,34.02502771,100,9.77
20-02-2008,26.12105839,8.148304151,12.28434414,32.47815655,29.92081012,86.16644217,8.53
21-02-2008,33.79835542,10.22854144,21.81103379,33.07799265,26.67505427,85.91855002,8.5
22-02-2008,30.90060009,12.44287289,15.77789021,35.57446386,25.54054051,94.01143649,8.63
23-02-2008,29.35584942,8.457417959,18.09277277,19.72143822,25.65961396,92.66369414,4.97
24-02-2008,34.87862699,8.207766325,14.71721187,31.85665771,26.21998222,89.98584741,7.01
25-02-2008,31.50254918,9.198077215,17.92482771,38.32435157,25.71209753,88.70300001,9.62
26-02-2008,26.42596081,11.36299098,16.40391608,36.87266373,30.14249573,85.76824836,9.6
27-02-2008,31.8039844,9.8307749,15.6956461,21.74679264,29.44259419,96.73376525,5.24
28-02-2008,28.88004128,10.5657013,13.9960721,36.63788401,31.33603281,82.26738431,9.75
29-02-2008,37.06961883,8.402003212,16.27510359,39.70280397,25.97323863,83.79581832,9.24
01-03-2008,33.39967358,11.51455246,17.23205318,24.80172133,22.74262571,86.38828166,6.46
02-03-2008,32.11741451,9.273151483,16.27872427,29.30668061,26.28304888,87.06598185,7.76
03-03-2008,32.63622962,9.905676716,12.317889,27.84118719,32.55782989,93.63411585,6.9
04-03-2008,38.54498537,7.340441529,15.93152955,27.26091501,29.41134053,81.75217508,6.3
05-03-2008,27.08869702,11.23808323,19.48173049,32.56863861,26.60712806,100,8.83
06-03-2008,25.21654079,9.551147896,18.66717427,24.28312895,27.04025104,75.67236039,6.13
07-03-2008,27.16254077,9.214751654,15.95027589,34.75755269,33.43157498,91.55057031,8.24
08-03-2008,28.39343562,10.6635843,17.29659872,37.36944444,27.35484455,94.77975977,9.61
09-03-2008,27.38084448,12.20949365,17.60325447,27.01394913,30.63756954,84.15302032,6.03
10-03-2008,28.56516044,7.803289963,19.91365851,41.05261002,24.96802877,84.63284522,10.9
11-03-2008,31.31703751,6.763791399,15.11584825,36.14130292,26.96742025,100,9.64
12-03-2008,32.82862016,4.446301071,18.67484795,27.03701551,31.18264848,93.5466061,6.42
13-03-2008,22.69416894,8.9006041,20.72068885,35.57965698,26.25625661,83.91847432,8.95
14-03-2008,32.76793746,6.86801912,15.06468004,32.3018591,25.73074448,90.47260055,8.25
15-03-2008,29.75639791,11.27509335,17.86994216,20.90275287,34.75905071,100,5.35
16-03-2008,29.26745614,7.643973882,16.10286547,33.34080358,25.10433922,100,8.04
17-03-2008,36.6883708,8.044784046,17.18352187,35.65246331,23.38486987,88.54151848,8.52
18-03-2008,18.25284529,9.548026352,21.38524073,38.86292571,27.71874471,99.29063614,9.87
19-03-2008,31.23562939,11.55155063,17.84354868,25.77208766,30.29720916,88.80047782,6.57
20-03-2008,31.39960589,5.866343673,14.26936487,23.92625248,28.93164344,79.73747422,5.62
21-03-2008,20.47185833,9.331146651,26.55517624,43.94662371,30.5217899,100,10.64
22-03-2008,26.6773396,7.846478802,13.46903592,31.2934147,31.57167515,100,7.56
23-03-2008,37.87702415,12.17566229,24.13032305,34.83493409,23.05248154,77.6832363,8.48
24-03-2008,35.06693792,4.720167914,25.01446118,26.83103902,24.1884665,92.1073158,6.3
25-03-2008,29.64474079,10.7577093,18.98868486,50.95410802,32.26507614,100,12.86
26-03-2008,30.56313272,8.165584277,11.34342555,38.89841207,31.65862609,80.73040156,9.04
27-03-2008,32.22230558,7.832402151,15.48985783,41.69795051,33.45555811,97.13503402,10.82
28-03-2008,34.44797209,10.14112705,13.38199123,30.6998907,27.43240031,85.53055573,7.61
29-03-2008,30.31212306,9.572868888,16.95328752,33.73332309,29.29498107,73.40150935,8.32
30-03-2008,28.97440645,10.52259005,16.91593806,35.89988371,26.72238313,75.90121624,8.07
31-03-2008,37.97884035,10.50144103,20.28349841,40.04760147,23.52095111,88.77193562,10.29
01-04-2008,34.85350735,10.3006159,14.83681468,32.20834611,24.63717067,89.08111408,8.24
02-04-2008,28.96021309,10.07983313,16.28483295,36.67943128,31.99502153,84.43129356,9.19
03-04-2008,24.89857872,8.324827497,14.84878617,34.86243499,32.06395591,83.46358369,8.13
04-04-2008,34.9707878,9.491080132,15.75655937,35.87487214,31.02465985,85.17956524,8.7
05-04-2008,30.34205691,10.75633806,21.8652252,40.76504417,27.91470378,83.01206056,10.07
06-04-2008,33.01435009,9.998753025,17.0207926,27.73718342,28.48702569,84.47626789,6.14
07-04-2008,24.06193414,7.64062961,21.84414925,33.66215847,30.03938626,82.95642428,8.13
08-04-2008,28.01693071,13.61959746,18.66091418,36.22701778,29.77768748,100,9.29
09-04-2008,38.2909179,10.07997861,14.36816116,35.88582393,30.30449562,100,8.68
10-04-2008,30.20899071,11.90573484,20.34383079,41.53075729,27.37535285,100,10.86
11-04-2008,32.55525846,8.38568426,21.26463048,24.64664034,33.50867195,91.27789919,6.04
12-04-2008,24.77379864,10.90326825,20.43621181,28.23797173,32.71222636,82.21560898,7.83
13-04-2008,30.47488108,9.540386747,22.37270766,28.63083068,29.40849025,73.74780711,7.84
14-04-2008,25.64344344,10.27586387,17.09948124,25.67291789,30.33168436,89.194188,6.47
15-04-2008,21.98935131,10.57594467,21.00764378,27.75450667,34.21991161,67.59196334,6.45
16-04-2008,35.93131034,9.668643602,15.88633489,32.85162921,30.39326865,99.7511233,8.53
17-04-2008,26.82919572,10.11306885,22.08496711,39.72994099,33.02661446,84.69832054,9.93
18-04-2008,34.06039916,7.719750108,20.57229277,24.50264629,27.88297837,90.63883434,6.67
19-04-2008,31.9355596,9.562703685,22.20432353,42.74249942,25.97952953,85.26822872,10.67
20-04-2008,10.65182296,10.11225081,20.16989411,37.19597317,28.71923362,86.28512014,9.34
21-04-2008,33.79438199,11.83276558,22.02655097,33.44119397,33.76084165,90.16253198,8.97
22-04-2008,36.62587511,10.75385197,16.17344441,30.27968991,30.27453261,85.09760383,7.13
23-04-2008,29.74230167,9.171634146,16.5100517,37.40206484,31.88686404,99.35739819,9.19
24-04-2008,33.1858402,10.33629037,18.59513292,27.64016111,28.42962786,100,6.56
25-04-2008,29.89340377,9.85507029,14.35430482,21.29257299,28.01724272,90.23013956,5.56
